TIPO_DOCUMENTO|NRO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|SISTEMA|FACTURA_AFECTADA|FECHA_PAGO|MONEDA_FACTURA|SUBTOTAL|IGV|MONTO_PAGADO
Pago|2023898118|CLIENT_00737|844055821|106348157|AMDOCS|S8AA-0007918086|2026-07-18 00:00:00|PEN|109.63|19.73|129.36
Pago|2011119672|CLIENT_00938|17536685|598376306|AMDOCS|S5AA-0081423862|2026-07-25 00:00:00|PEN|52.44|9.44|61.88
Pago|2080201420|CLIENT_00938|17536685|598376306|AMDOCS|S5AA-0082144317|2026-07-25 00:00:00|PEN|52.44|9.44|61.88
Pago|2077301564|CLIENT_00937|30414006|230445957|AMDOCS|S5AA-0081661243|2026-07-25 00:00:00|PEN|165.57|29.81|195.37
Pago|2064422879|CLIENT_00937|96637575|811632357|AMDOCS|S1AA-0052822626|2026-07-25 00:00:00|PEN|8.90|1.60|10.50
Pago|2040229066|CLIENT_00138|931871221|131645447|AMDOCS|S7AA-0068037491|2026-07-25 00:00:00|PEN|12.01|2.16|14.18
Pago|2073093583|CLIENT_00184|347052821|679224947|AMDOCS|S7AA-0068073837|2026-06-27 00:00:00|PEN|36.16|7.94|44.10
Pago|2067033955|CLIENT_00323|12282575|500535503|AMDOCS|S1AA-0052492064|2026-07-10 00:00:00|PEN|35.53|6.40|41.93
Pago|2040488038|CLIENT_00808|18529606|321431757|AMDOCS|S9AA-0083199341|2026-07-10 00:00:00|PEN|50.72|9.13|59.85
Pago|2077677778|CLIENT_00434|670143411|993722637|AMDOCS|S9AA-0083154556|2026-07-10 00:00:00|PEN|100.73|18.13|118.86
Pago|2062644804|CLIENT_00156|012480921|236896057|AMDOCS|S8AA-0008026217|2026-07-13 00:00:00|PEN|20.52|3.70|24.22
Pago|2085620853|CLIENT_00972|11601575|282694363|AMDOCS|S1AA-0052458910|2026-07-13 00:00:00|PEN|77.06|13.87|90.93
Pago|2049725545|CLIENT_00156|012480921|578796057|AMDOCS|S8AA-0007504936|2026-07-13 00:00:00|PEN|47.46|8.54|56.00
Pago|2088537697|CLIENT_00972|11601575|874841503|AMDOCS|S1AA-0052458100|2026-07-13 00:00:00|PEN|77.06|13.87|90.93
Pago|2050411839|CLIENT_00972|11601575|213694363|AMDOCS|S1AA-0052458911|2026-07-13 00:00:00|PEN|77.06|13.87|90.93
Pago|2041052666|CLIENT_00972|11601575|663015003|AMDOCS|S1AA-0052457979|2026-07-13 00:00:00|PEN|56.29|10.14|66.43
Pago|2037329435|CLIENT_00774|913599321|048944447|AMDOCS|S9AA-0082654893|2026-07-13 00:00:00|PEN|58.08|10.45|68.53
Pago|2027355887|CLIENT_00755|938349331|397562857|AMDOCS|S7AA-0068040833|2026-06-12 00:00:00|PEN|2.03|.45|2.48
Pago|2042990974|CLIENT_00416|51327575|870309501|AMDOCS|S7AA-0068705013|2026-06-23 00:00:00|PEN|11.59|2.54|14.13
Pago|2035992313|CLIENT_00793|73449016|683211606|AMDOCS|S9AA-0082821440|2026-07-09 00:00:00|PEN|47.40|8.53|55.93
Pago|2029126226|CLIENT_00304|95901575|124451601|AMDOCS|S1AA-0052750424|2026-07-09 00:00:00|PEN|33.75|6.08|39.83
Pago|2052787622|CLIENT_00646|187786921|512546157|AMDOCS|S5AA-0081500897|2026-07-09 00:00:00|PEN|66.91|12.05|78.96
Pago|2081433309|CLIENT_00612|93327575|937709501|AMDOCS|S7AA-0068033721|2026-07-09 00:00:00|PEN|303.91|54.71|358.62
Pago|2048229346|CLIENT_00612|93327575|937709501|AMDOCS|S7AA-0068033721|2026-07-09 00:00:00|PEN|18.98|3.42|22.39
Pago|2014579954|CLIENT_00512|84251595|754227067|AMDOCS|S9AA-0082919980|2026-07-09 00:00:00|PEN|121.49|21.87|143.36
Pago|2033399849|CLIENT_00512|84251595|028347067|AMDOCS|S9AA-0082919986|2026-07-09 00:00:00|PEN|53.33|9.60|62.93
Pago|2046973002|CLIENT_00512|74424795|880447406|AMDOCS|S9AA-0082905783|2026-07-09 00:00:00|PEN|28.48|5.12|33.60
Pago|2050521866|CLIENT_00976|89031575|576170633|AMDOCS|S3AA-0079303276|2026-07-09 00:00:00|PEN|29.07|5.24|34.30
Pago|2009379699|CLIENT_00512|84251595|288157067|AMDOCS|S9AA-0082919993|2026-07-09 00:00:00|PEN|53.33|9.60|62.93
Pago|2014797914|CLIENT_00512|18024795|080447406|AMDOCS|S9AA-0083194236|2026-07-09 00:00:00|PEN|19.40|3.49|22.89
Pago|2099531591|CLIENT_00529|58262575|371999033|AMDOCS|S1AA-0052934638|2026-07-10 00:00:00|PEN|22.48|4.05|26.53
Pago|2082231687|CLIENT_00914|99741685|789189737|AMDOCS|S9AA-0083349818|2026-07-11 00:00:00|PEN|50.13|9.02|59.15
Pago|2030249779|CLIENT_00177|35434385|657250167|AMDOCS|S9AA-0082962712|2026-07-11 00:00:00|PEN|56.00|10.08|66.08
Pago|2040276207|CLIENT_00386|637797321|796625147|AMDOCS|S4AA-0007674790|2026-07-11 00:00:00|PEN|21.68|3.90|25.59
Pago|2060903984|CLIENT_00434|317950531|767269957|AMDOCS|S4AA-0008356893|2026-07-14 00:00:00|PEN|77.06|13.87|90.93
Pago|2095069469|CLIENT_00328|911133111|358052637|AMDOCS|S9AA-0082654010|2026-07-14 00:00:00|PEN|27.23|4.90|32.13
Pago|2058024554|CLIENT_00604|073927521|613780547|AMDOCS|S9AA-0083104534|2026-07-14 00:00:00|PEN|64.01|11.52|75.53
Pago|2027313428|CLIENT_00755|938349331|397562857|AMDOCS|S7AA-0068040833|2026-07-14 00:00:00|PEN|65.82|11.85|77.67
Pago|2068741039|CLIENT_00328|078823111|368150657|AMDOCS|S9AA-0083106013|2026-07-14 00:00:00|PEN|29.54|5.32|34.86
Pago|2036792220|CLIENT_00328|911133111|511291917|AMDOCS|S9AA-0082652820|2026-07-14 00:00:00|PEN|39.33|7.08|46.41
Pago|1064650265|CLIENT_00498|54325575|302964167|AMDOCS|S1AA-0052661385|2026-07-14 00:00:00|PEN|19.82|3.57|23.38
Pago|2075223983|CLIENT_00843|687675321|217543147|AMDOCS|S7AA-0068452314|2026-07-14 00:00:00|PEN|63.77|11.48|75.25
Pago|2059631813|CLIENT_00016|52975885|733768306|AMDOCS|S9AA-0082727019|2026-07-14 00:00:00|PEN|74.68|13.44|88.13
Pago|2073587550|CLIENT_00790|219773321|126536047|AMDOCS|S9AA-0082611929|2026-07-14 00:00:00|PEN|45.98|8.27|54.25
Pago|2017768500|CLIENT_00417|14931616|241716606|AMDOCS|S5AA-0081207047|2026-07-15 00:00:00|PEN|27.83|5.01|32.83
Pago|2081729466|CLIENT_00417|72941616|851716606|AMDOCS|S5AA-0081105273|2026-07-15 00:00:00|PEN|27.83|5.01|32.83
Pago|2064353372|CLIENT_00417|53941616|051716606|AMDOCS|S5AA-0081163383|2026-07-15 00:00:00|PEN|30.73|5.53|36.26
Pago|2015337700|CLIENT_00215|08925695|736248457|AMDOCS|S9AA-0083190588|2026-07-15 00:00:00|PEN|94.86|17.07|111.93
Pago|2000172680|CLIENT_00937|96637575|020460601|AMDOCS|S1AA-0052818483|2026-07-15 00:00:00|PEN|23.67|4.26|27.93
Pago|2003957097|CLIENT_00416|51327575|870309501|AMDOCS|S7AA-0068705013|2026-07-15 00:00:00|PEN|24.50|4.41|28.91
Pago|2086276931|CLIENT_00417|667421|41171200|ISIS|S300-253813|2026-07-15 00:00:00|PEN|432.46|77.84|510.30
Pago|2077664976|CLIENT_00134|480131|09052200|ISIS|S300-253827|2026-07-10 00:00:00|PEN|546.00|98.28|644.28
Pago|2086021462|CLIENT_00730|91494575|917654173|AMDOCS|S3AA-0078714403|2026-07-01 00:00:00|PEN|30.36|6.67|37.03
Pago|2052573387|CLIENT_00197|24077575|599021601|AMDOCS|S3AA-0078922518|2026-07-01 00:00:00|PEN|13.78|3.02|16.80
Pago|2051127548|CLIENT_00931|177250221|168760067|AMDOCS|S1AA-0052218735|2026-06-25 00:00:00|PEN|54.19|11.89|66.08
Pago|2058367129|CLIENT_00948|219821911|952536137|AMDOCS|S3AA-0078649746|2026-06-25 00:00:00|PEN|142.75|31.34|174.09
Pago|2036930354|CLIENT_00520|64524695|363979937|AMDOCS|S9AA-0082900414|2026-07-17 00:00:00|PEN|118.52|21.34|139.86
Pago|2021187015|CLIENT_00146|56862575|382951601|AMDOCS|S1AA-0052791274|2026-07-17 00:00:00|PEN|5.93|1.06|7.00
Pago|2017146912|CLIENT_00882|33559616|175976606|AMDOCS|S9AA-0082787717|2026-07-17 00:00:00|PEN|126.77|22.82|149.59
Pago|2023718093|CLIENT_00882|88569616|365976606|AMDOCS|S9AA-0083254229|2026-07-17 00:00:00|PEN|62.29|11.21|73.50
Pago|2083888988|CLIENT_00882|72859616|555976606|AMDOCS|S9AA-0082745303|2026-07-17 00:00:00|PEN|104.41|18.80|123.20
Pago|2089500839|CLIENT_00882|72859616|555976606|AMDOCS|S9AA-0082745303|2026-07-17 00:00:00|PEN|35.60|6.41|42.00
Pago|2030096823|CLIENT_00515|127683021|469765257|AMDOCS|S9AA-0082689632|2026-07-17 00:00:00|PEN|41.47|7.46|48.93
Pago|2003597947|CLIENT_00882|33559616|745718857|AMDOCS|S9AA-0082792472|2026-07-17 00:00:00|PEN|71.13|12.80|83.93
Pago|2013714372|CLIENT_00515|32297206|245192506|AMDOCS|S9AA-0082702406|2026-07-17 00:00:00|PEN|48.29|8.69|56.98
Pago|2082005953|CLIENT_00725|56728706|621197506|AMDOCS|S5AA-0081381008|2026-07-24 00:00:00|PEN|102.57|18.47|121.03
Pago|2031850278|CLIENT_00571|792185621|712965647|AMDOCS|S4AA-0008304911|2026-07-24 00:00:00|PEN|94.86|17.07|111.93
Pago|2090896108|CLIENT_00183|65071385|486109447|AMDOCS|S9AA-0082985769|2026-07-24 00:00:00|PEN|48.83|8.79|57.61
Pago|2069061373|CLIENT_00483|29526575|915715893|AMDOCS|S3AA-0079624303|2026-07-24 00:00:00|PEN|18.98|3.42|22.40
Pago|2021869954|CLIENT_00918|20363306|979623506|AMDOCS|S5AA-0080923376|2026-07-25 00:00:00|PEN|52.74|9.49|62.23
Pago|2044483432|CLIENT_00386|637797321|836051657|AMDOCS|S4AA-0008428382|2026-07-25 00:00:00|PEN|77.06|13.87|90.93
Pago|2026562260|CLIENT_00100|97851885|747228306|AMDOCS|S9AA-0081858291|2026-06-26 00:00:00|PEN|61.25|13.44|74.69
Pago|2063572374|CLIENT_00924|304266331|101118757|AMDOCS|S4AA-0008187139|2026-06-26 00:00:00|PEN|19.63|4.31|23.94
Pago|2099426885|CLIENT_00520|64524695|363979937|AMDOCS|S9AA-0082449722|2026-06-26 00:00:00|PEN|114.69|25.17|139.86
Pago|2097776066|CLIENT_00250|056170111|929649157|AMDOCS|S9AA-0082935734|2026-07-09 00:00:00|PEN|41.41|7.46|48.86
Pago|2059872907|CLIENT_00250|056170111|239649157|AMDOCS|S9AA-0082935735|2026-07-09 00:00:00|PEN|41.47|7.46|48.93
Pago|2053471587|CLIENT_00865|552905521|950958547|AMDOCS|S9AA-0081646602|2026-07-10 00:00:00|PEN|89.87|16.18|106.05
Pago|2044793109|CLIENT_00310|50984575|398430143|AMDOCS|S1AA-0052390569|2026-07-13 00:00:00|PEN|33.16|5.97|39.13
Pago|2035255056|CLIENT_00575|10215575|273905173|AMDOCS|S7AA-0068590951|2026-07-13 00:00:00|PEN|33.75|6.08|39.83
Pago|2032515508|CLIENT_00546|40894306|650890247|AMDOCS|S9AA-0082527322|2026-07-14 00:00:00|PEN|17.05|3.07|20.13
Pago|2054391545|CLIENT_00742|57302695|286249447|AMDOCS|S9AA-0083146877|2026-07-22 00:00:00|PEN|103.75|18.68|122.43
Pago|2058417810|CLIENT_00250|63903085|111920306|AMDOCS|S5AA-0081169041|2026-06-30 00:00:00|PEN|36.16|7.94|44.10
Pago|2091061273|CLIENT_00653|90142306|590243457|AMDOCS|S5AA-0080978174|2026-07-01 00:00:00|PEN|100.16|21.99|122.15
Pago|2094257130|CLIENT_00079|22421195|898221406|AMDOCS|S5AA-0081068059|2026-07-01 00:00:00|PEN|46.44|10.19|56.63
Pago|2074066059|CLIENT_00398|56835575|851836537|AMDOCS|S7AA-0068266161|2026-07-01 00:00:00|PEN|20.03|4.40|24.43
Pago|2056212239|CLIENT_00766|789926621|661336167|AMDOCS|S8AA-0007845825|2026-07-20 00:00:00|PEN|23.67|4.26|27.93
Pago|2072791809|CLIENT_00770|567857431|569905957|AMDOCS|S5AA-0082106437|2026-07-20 00:00:00|PEN|118.47|21.32|139.79
Pago|2039071279|CLIENT_00736|507047111|167051857|AMDOCS|S5AA-0081675440|2026-07-20 00:00:00|PEN|14.77|2.66|17.43
Pago|2080783088|CLIENT_00736|507047111|167051857|AMDOCS|S5AA-0081675440|2026-07-20 00:00:00|PEN|118.47|21.32|139.79
Pago|2092010368|CLIENT_00983|430841331|089539657|AMDOCS|S9AA-0082800489|2026-07-20 00:00:00|PEN|13.94|2.51|16.45
Pago|2066627197|CLIENT_00770|572202|12589100|ISIS|S300-256044|2026-07-20 00:00:00|PEN|931.83|167.73|1099.56
Pago|2006351062|CLIENT_00012|43224195|276595257|AMDOCS|S9AA-0082799929|2026-07-15 00:00:00|PEN|44.20|7.96|52.15
Pago|2024916491|CLIENT_00984|34230575|216020103|AMDOCS|S1AA-0052628025|2026-07-15 00:00:00|PEN|22.25|4.00|26.25
Pago|2017603942|CLIENT_00535|898656221|846116447|AMDOCS|S1AA-0053025431|2026-07-15 00:00:00|PEN|59.26|10.67|69.93
Pago|2001957086|CLIENT_00535|786498921|905489157|AMDOCS|S4AA-0008274029|2026-07-15 00:00:00|PEN|17.79|3.21|21.00
Pago|2004193113|CLIENT_00535|786498921|771819157|AMDOCS|S4AA-0008274028|2026-07-15 00:00:00|PEN|34.94|6.29|41.23
Pago|2092780966|CLIENT_00535|898656221|166321847|AMDOCS|S1AA-0053025885|2026-07-15 00:00:00|PEN|27.83|5.01|32.83
Pago|2030170517|CLIENT_00535|898656221|264416447|AMDOCS|S1AA-0053025433|2026-07-15 00:00:00|PEN|59.26|10.67|69.93
Pago|2000318628|CLIENT_00237|478999431|480988957|AMDOCS|S9AA-0083140640|2026-07-22 00:00:00|PEN|23.43|4.21|27.65
Pago|2078483220|CLIENT_00515|894070|72188100|ISIS|S300-255693|2026-07-24 00:00:00|PEN|231.36|41.64|273.00
Pago|2005813847|CLIENT_00245|76218716|108582957|AMDOCS|S9AA-0083081056|2026-07-19 00:00:00|PEN|88.92|16.01|104.93
Pago|2010797294|CLIENT_00909|905887721|592586847|AMDOCS|S9AA-0082587462|2026-07-19 00:00:00|PEN|58.67|10.56|69.23
Pago|2097534487|CLIENT_00856|579701821|636832947|AMDOCS|S5AA-0081457085|2026-07-19 00:00:00|PEN|97.59|17.56|115.15
Pago|2015614473|CLIENT_00310|50984575|898430143|AMDOCS|S1AA-0052390571|2026-07-19 00:00:00|PEN|39.68|7.14|46.83
Pago|2083730888|CLIENT_00310|50984575|598430143|AMDOCS|S1AA-0052390570|2026-07-19 00:00:00|PEN|33.75|6.08|39.83
Pago|2056743890|CLIENT_00925|520152811|002776937|AMDOCS|S9AA-0082730674|2026-07-19 00:00:00|PEN|97.59|17.56|115.15
Pago|2086553315|CLIENT_00141|16530575|148920103|AMDOCS|S1AA-0052764092|2026-07-19 00:00:00|PEN|82.99|14.94|97.93
Pago|2051640218|CLIENT_00596|03677575|088331601|AMDOCS|S1AA-0052539571|2026-07-20 00:00:00|PEN|13.59|2.44|16.03
Pago|2002608797|CLIENT_00596|03677575|188331601|AMDOCS|S1AA-0052539572|2026-07-20 00:00:00|PEN|19.82|3.57|23.38
Pago|2082067439|CLIENT_00596|03677575|488331601|AMDOCS|S1AA-0052539574|2026-07-20 00:00:00|PEN|19.82|3.57|23.38
Pago|2024425530|CLIENT_00124|23092575|483264303|AMDOCS|S1AA-0052553363|2026-07-20 00:00:00|PEN|9.49|1.71|11.20
Pago|2021499369|CLIENT_00596|03677575|388331601|AMDOCS|S1AA-0052539573|2026-07-20 00:00:00|PEN|16.85|3.03|19.88
Pago|2066717944|CLIENT_00082|88171716|796961057|AMDOCS|S5AA-0082270609|2026-07-20 00:00:00|PEN|71.13|12.80|83.93
Pago|2013394699|CLIENT_00204|30022516|002026606|AMDOCS|S9AA-0082516249|2026-07-20 00:00:00|PEN|402.62|72.47|475.09
Pago|2052730712|CLIENT_00204|30022516|002026606|AMDOCS|S9AA-0082516249|2026-07-20 00:00:00|PEN|35.60|6.41|42.00
Pago|2015934494|CLIENT_00204|78912516|692026606|AMDOCS|S9AA-0083245828|2026-07-20 00:00:00|PEN|26.64|4.80|31.43
Pago|2084940243|CLIENT_00204|78912516|692026606|AMDOCS|S9AA-0083245828|2026-07-20 00:00:00|PEN|7.00|1.26|8.26
Pago|2045771985|CLIENT_00204|68012516|272026606|AMDOCS|S9AA-0083237256|2026-07-20 00:00:00|PEN|38.50|6.93|45.43
Pago|2058697638|CLIENT_00082|88171716|345052057|AMDOCS|S5AA-0082270619|2026-07-20 00:00:00|PEN|71.13|12.80|83.93
Pago|2067912703|CLIENT_00808|18529606|321431757|AMDOCS|S9AA-0083199341|2026-06-22 00:00:00|PEN|5.16|1.13|6.29
Pago|2089393813|CLIENT_00983|430841331|089539657|AMDOCS|S9AA-0082800489|2026-06-30 00:00:00|PEN|6.29|1.38|7.67
Pago|2048093846|CLIENT_00082|88171716|345052057|AMDOCS|S5AA-0081551565|2026-07-03 00:00:00|PEN|68.82|15.11|83.93
Pago|2003528782|CLIENT_00082|88171716|796961057|AMDOCS|S5AA-0081551554|2026-07-03 00:00:00|PEN|68.82|15.11|83.93
Pago|2029512487|CLIENT_00825|128846421|419521347|AMDOCS|S8AA-0008059525|2026-07-03 00:00:00|PEN|41.27|9.06|50.33
Pago|2019158786|CLIENT_00769|42605416|934274606|AMDOCS|S9AA-0082248450|2026-07-03 00:00:00|PEN|50.23|11.03|61.25
Pago|2037238377|CLIENT_00204|80750575|306216173|AMDOCS|S9AA-0082108076|2026-07-03 00:00:00|PEN|23.76|5.22|28.98
Pago|2002864650|CLIENT_00204|01421516|462026606|AMDOCS|S9AA-0082592372|2026-07-03 00:00:00|PEN|34.15|7.50|41.65
Pago|2049358018|CLIENT_00204|00750575|083214193|AMDOCS|S1AA-0051738053|2026-07-03 00:00:00|PEN|.56|.12|.69
Pago|2097314646|CLIENT_00429|295240121|218685637|AMDOCS|S5AA-0081579578|2026-07-01 00:00:00|PEN|19.42|4.26|23.69
Pago|2031202430|CLIENT_00429|295240121|218685637|AMDOCS|S5AA-0081579578|2026-07-01 00:00:00|PEN|294.09|64.56|358.65
Pago|2032219340|CLIENT_00596|28793006|493077857|AMDOCS|S9AA-0083208190|2026-07-20 00:00:00|PEN|100.79|18.14|118.93
Pago|2045150123|CLIENT_00633|29517795|905297406|AMDOCS|S9AA-0083287622|2026-07-20 00:00:00|PEN|79.97|14.39|94.36
Pago|2088871438|CLIENT_00633|29517795|905297406|AMDOCS|S9AA-0083287622|2026-07-20 00:00:00|PEN|7.00|1.26|8.26
Pago|2083049624|CLIENT_00633|64907795|715297406|AMDOCS|S9AA-0082897336|2026-07-20 00:00:00|PEN|62.17|11.19|73.36
Pago|2084570901|CLIENT_00633|67570575|483029873|AMDOCS|S1AA-0052880870|2026-07-20 00:00:00|PEN|62.23|11.20|73.43
Pago|2057701516|CLIENT_00862|31060575|878161103|AMDOCS|S1AA-0052430809|2026-07-20 00:00:00|PEN|59.86|10.77|70.63
Pago|2090223377|CLIENT_00596|28793006|654911506|AMDOCS|S9AA-0077880751|2026-07-20 00:00:00|PEN|3.14|.57|3.71
Pago|2060332425|CLIENT_00596|70524006|464911506|AMDOCS|S9AA-0077150487|2026-07-20 00:00:00|PEN|10.95|1.97|12.92
Pago|2005364955|CLIENT_00074|74077985|070788447|AMDOCS|S9AA-0082909286|2026-07-20 00:00:00|PEN|17.79|3.21|21.00
Pago|2082318567|CLIENT_00377|051299331|722343857|AMDOCS|S9AA-0082936676|2026-07-20 00:00:00|PEN|139.11|25.04|164.15
Pago|2057807995|CLIENT_00439|34590575|461022483|AMDOCS|S1AA-0052629229|2026-07-20 00:00:00|PEN|458.33|82.50|540.82
Pago|2046086984|CLIENT_00671|76871695|674491857|AMDOCS|S5AA-0082120681|2026-07-20 00:00:00|PEN|21.29|3.84|25.13
Pago|2068003607|CLIENT_00671|76871695|001126406|AMDOCS|S5AA-0082116113|2026-07-20 00:00:00|PEN|71.13|12.80|83.93
Pago|2078828821|CLIENT_00435|498701821|148491947|AMDOCS|S1AA-0052998865|2026-07-20 00:00:00|PEN|6402.27|1152.41|7554.68
Pago|2012916927|CLIENT_00909|905887721|458829847|AMDOCS|S9AA-0082587507|2026-06-02 00:00:00|PEN|26.29|5.77|32.06
Pago|2097870567|CLIENT_00561|45201606|348881067|AMDOCS|S9AA-0082971036|2026-06-05 00:00:00|PEN|10.90|2.39|13.29
Pago|2018520480|CLIENT_00379|31994606|972666506|AMDOCS|S9AA-0082617671|2026-06-09 00:00:00|PEN|1.37|.30|1.67
Pago|2078953582|CLIENT_00546|40894306|650890247|AMDOCS|S9AA-0082527322|2026-06-16 00:00:00|PEN|2.14|.47|2.61
Pago|2042055015|CLIENT_00676|832104121|333717847|AMDOCS|S7AA-0068029340|2026-07-03 00:00:00|PEN|91.78|20.15|111.93
Pago|2085977967|CLIENT_00758|66433575|010936043|AMDOCS|S3AA-0079160653|2026-07-03 00:00:00|PEN|47.36|10.40|57.75
Pago|2041050721|CLIENT_00798|155368321|584076147|AMDOCS|S3AA-0079021884|2026-07-03 00:00:00|PEN|18.77|4.12|22.89
Pago|2047556488|CLIENT_00798|155368321|952262457|AMDOCS|S3AA-0079024315|2026-07-03 00:00:00|PEN|68.82|15.11|83.93
Pago|2083207615|CLIENT_00005|09699585|602806306|AMDOCS|S5AA-0081561770|2026-07-04 00:00:00|PEN|42.99|9.44|52.43
Pago|2065720994|CLIENT_00016|71975885|543768306|AMDOCS|S5AA-0081031829|2026-07-04 00:00:00|PEN|72.27|15.86|88.13
Pago|2054885131|CLIENT_00758|656561531|553521067|AMDOCS|S5AA-0081320406|2026-07-04 00:00:00|PEN|65.72|14.43|80.15
Pago|2094607578|CLIENT_00434|317950531|587859957|AMDOCS|S4AA-0007905884|2026-07-21 00:00:00|PEN|64.22|11.56|75.78
Pago|2046533596|CLIENT_00434|317950531|587859957|AMDOCS|S4AA-0008356881|2026-07-21 00:00:00|PEN|71.13|12.80|83.93
Pago|2051903442|CLIENT_00767|992659121|309293737|AMDOCS|S9AA-0083349770|2026-07-21 00:00:00|PEN|56.29|10.14|66.43
Pago|2057105203|CLIENT_00767|992659121|994882957|AMDOCS|S9AA-0083352496|2026-07-21 00:00:00|PEN|65.20|11.74|76.93
Pago|2002834370|CLIENT_00074|65329185|175191306|AMDOCS|S9AA-0082981069|2026-07-21 00:00:00|PEN|68.10|12.26|80.36
Pago|2023523525|CLIENT_00954|763272331|108431757|AMDOCS|S1AA-0052809793|2026-07-21 00:00:00|PEN|17.79|3.21|21.00
Pago|2096733170|CLIENT_00954|763272331|857541757|AMDOCS|S1AA-0052809794|2026-07-21 00:00:00|PEN|17.79|3.21|21.00
Pago|2002082803|CLIENT_00749|596294111|365981957|AMDOCS|S9AA-0083318547|2026-07-21 00:00:00|PEN|147.95|26.63|174.58
Pago|2052088912|CLIENT_00864|14483575|445755127|AMDOCS|S1AA-0052616533|2026-07-21 00:00:00|PEN|17.79|3.21|21.00
Pago|2079968373|CLIENT_00864|14483575|291076643|AMDOCS|S1AA-0052615131|2026-07-21 00:00:00|PEN|88.92|16.01|104.93
Pago|2079986984|CLIENT_00313|39440095|357310406|AMDOCS|S5AA-0079508235|2026-07-08 00:00:00|PEN|.01|.00|.01
Pago|2066367236|CLIENT_00937|49543006|779417257|AMDOCS|S9AA-0081993127|2026-07-09 00:00:00|PEN|30.93|5.57|36.51
Pago|2043125950|CLIENT_00937|49543006|779417257|AMDOCS|S9AA-0083308989|2026-07-09 00:00:00|PEN|17.38|3.13|20.51
Pago|2046802064|CLIENT_00892|272818321|459006847|AMDOCS|S3AA-0079222474|2026-07-09 00:00:00|PEN|34.94|6.29|41.23
Pago|2013492248|CLIENT_00251|348878221|093835937|AMDOCS|S5AA-0081223842|2026-07-09 00:00:00|PEN|45.98|8.27|54.25
Pago|2093811058|CLIENT_00441|35425395|003437067|AMDOCS|S9AA-0082962582|2026-07-10 00:00:00|PEN|41.47|7.46|48.93
Pago|2008101879|CLIENT_00723|96621595|683815406|AMDOCS|S9AA-0083092366|2026-07-10 00:00:00|PEN|100.55|18.10|118.65
Pago|2094850485|CLIENT_00239|020106721|899192357|AMDOCS|S9AA-0082681339|2026-07-10 00:00:00|PEN|52.14|9.39|61.53
Pago|2094335954|CLIENT_00544|98001806|151528506|AMDOCS|S9AA-0083262534|2026-07-13 00:00:00|PEN|48.88|8.80|57.68
Pago|2080903280|CLIENT_00036|75015575|641879501|AMDOCS|S1AA-0052729960|2026-07-13 00:00:00|PEN|31.38|5.65|37.03
Pago|2002854935|CLIENT_00036|75015575|146223937|AMDOCS|S1AA-0052732470|2026-07-13 00:00:00|PEN|74.68|13.44|88.13
Pago|2022095080|CLIENT_00127|630652821|744448857|AMDOCS|S8AA-0007882067|2026-07-13 00:00:00|PEN|136.38|24.55|160.93
Pago|2014716920|CLIENT_00769|42605416|079421067|AMDOCS|S9AA-0082716416|2026-07-13 00:00:00|PEN|88.92|16.01|104.93
Pago|2073015704|CLIENT_00769|42605416|934274606|AMDOCS|S9AA-0082711274|2026-07-13 00:00:00|PEN|33.82|6.09|39.90
Pago|2069567013|CLIENT_00265|72959295|179303406|AMDOCS|S9AA-0082273410|2026-07-13 00:00:00|PEN|113.84|20.49|134.33
Pago|2029557389|CLIENT_00265|81864316|075729637|AMDOCS|S9AA-0082198704|2026-07-13 00:00:00|PEN|115.91|20.87|136.78
Pago|2096570347|CLIENT_00265|72959295|179303406|AMDOCS|S9AA-0082744275|2026-07-13 00:00:00|PEN|113.84|20.49|134.33
Pago|2071140335|CLIENT_00265|81864316|075729637|AMDOCS|S9AA-0082645487|2026-07-13 00:00:00|PEN|115.91|20.87|136.78
Pago|2007930066|CLIENT_00244|431913521|997214257|AMDOCS|S8AA-0008100531|2026-07-14 00:00:00|PEN|88.92|16.01|104.93
Pago|2069240757|CLIENT_00193|929969021|420311537|AMDOCS|S1AA-0052535118|2026-07-15 00:00:00|PEN|23.43|4.21|27.65
Pago|2010805330|CLIENT_00314|41317295|723314757|AMDOCS|S5AA-0081014728|2026-07-15 00:00:00|PEN|127.13|22.88|150.01
Pago|1054565272|CLIENT_00498|54325575|373983473|AMDOCS|S1AA-0052656336|2026-07-22 00:00:00|PEN|35.53|6.40|41.93
Pago|1013794712|CLIENT_00498|54325575|202883473|AMDOCS|S1AA-0052656335|2026-07-22 00:00:00|PEN|23.08|4.15|27.23
Pago|1011628152|CLIENT_00498|54325575|908044473|AMDOCS|S1AA-0052656337|2026-07-22 00:00:00|PEN|23.08|4.15|27.23
Pago|2062752059|CLIENT_00745|44242206|963991067|AMDOCS|S5AA-0081962977|2026-06-18 00:00:00|PEN|2.67|.48|3.15
Pago|2009518002|CLIENT_00613|29675885|464868306|AMDOCS|S5AA-0082295242|2026-07-08 00:00:00|PEN|3.58|.64|4.22
Pago|2088840937|CLIENT_00241|76760385|845703306|AMDOCS|S5AA-0081394604|2026-07-08 00:00:00|PEN|14.29|3.14|17.42
Pago|2016359452|CLIENT_00241|76760385|845703306|AMDOCS|S5AA-0081394604|2026-07-08 00:00:00|PEN|91.79|20.15|111.94
