SEGMENTO_PAIS|TIPO_DOCUMENTO|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|SUNAT_ESTADO_RUC|SUNAT_ESTADO_CONTRIBUYENTE|SUNAT_DEPARTAMENTO|SUNAT_PROVINCIA|SUNAT_DISTRITO
SEGMENTO_004|RUC|2095609618|CLIENT_00060|HABIDO|ACTIVO|LIMA|Barranca|Paramonga
SEGMENTO_004|RUC|2046859398|CLIENT_00764|HABIDO|ACTIVO|ICA|Nasca|Nasca
SEGMENTO_004|RUC|2084279674|CLIENT_00091|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2088835937|CLIENT_00645|HABIDO|ACTIVO|LIMA|Lima|Santa Anita
SEGMENTO_004|RUC|2050636428|CLIENT_00398|HABIDO|SUSPENSION TEMPORAL|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2051367485|CLIENT_00262|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Lima
SEGMENTO_004|RUC|2096770204|CLIENT_00203|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2082647868|CLIENT_00292|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2062185872|CLIENT_00774|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Los Olivos
SEGMENTO_004|RUC|2052778896|CLIENT_00395|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_002|RUC|2045282054|CLIENT_00996|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2086021462|CLIENT_00730|HABIDO|BAJA DE OFICIO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2011722087|CLIENT_00088|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2037024710|CLIENT_00800|HABIDO|ACTIVO|LIMA|Huaura|Caleta de Carquin
SEGMENTO_004|RUC|2077435033|CLIENT_00650|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto
SEGMENTO_004|RUC|2099839122|CLIENT_00022|HABIDO|BAJA DE OFICIO|TACNA|Tacna|Tacna
SEGMENTO_004|RUC|2047601641|CLIENT_00663|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2064786199|CLIENT_00357|HABIDO|ACTIVO|CUSCO|Cusco|Santiago
SEGMENTO_004|RUC|2002082803|CLIENT_00749|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao
SEGMENTO_004|RUC|2002115898|CLIENT_00928|HABIDO|ACTIVO|LIMA|Lima|Lurigancho
SEGMENTO_004|RUC|2041506167|CLIENT_00025|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2082499320|CLIENT_00489|HABIDO|ACTIVO|PASCO|Pasco|Chaupimarca
SEGMENTO_004|RUC|2057947861|CLIENT_00539|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2083037709|CLIENT_00861|HABIDO|ACTIVO|LIMA|Lima|Lince
SEGMENTO_004|RUC|2028873503|CLIENT_00053|HABIDO|ACTIVO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2053362929|CLIENT_00361|HABIDO|ACTIVO|ANCASH|Santa|Chimbote
SEGMENTO_004|RUC|2013284189|CLIENT_00029|HABIDO|ACTIVO|LIMA|Lima|Cieneguilla
SEGMENTO_004|RUC|2006444294|CLIENT_00359|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho
SEGMENTO_002|RUC|2059931462|CLIENT_00106|HABIDO|ACTIVO|LIMA|Lima|Lurigancho
SEGMENTO_004|RUC|2005240343|CLIENT_00419|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2064019811|CLIENT_00806|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2050569390|CLIENT_00944|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2008309257|CLIENT_00999|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2074242971|CLIENT_00479|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2014716920|CLIENT_00769|HABIDO|ACTIVO|LIMA|Lima|Lince
SEGMENTO_004|RUC|2096452817|CLIENT_00208|HABIDO|BAJA DE OFICIO|PASCO|Pasco|Yanacancha
SEGMENTO_004|RUC|2009855734|CLIENT_00261|HABIDO|BAJA DE OFICIO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2068100781|CLIENT_00901|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador
SEGMENTO_004|RUC|2087856323|CLIENT_00453|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2045832604|CLIENT_00051|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2004090558|CLIENT_00948|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2023405246|CLIENT_00909|HABIDO|ACTIVO|LIMA|Lima|Jesús María
SEGMENTO_004|RUC|2081142855|CLIENT_00560|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq
SEGMENTO_004|RUC|2082735250|CLIENT_00885|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2047585517|CLIENT_00754|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo
SEGMENTO_004|RUC|2030808313|CLIENT_00059|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2095370945|CLIENT_00679|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Bellavista
SEGMENTO_004|RUC|2061123522|CLIENT_00748|NO HABIDO|BAJA DE OFICIO|PIURA|Paita|Paita
SEGMENTO_004|RUC|2023740275|CLIENT_00569|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2001109147|CLIENT_00012|HABIDO|ACTIVO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2034304441|CLIENT_00500|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2016641872|CLIENT_00659|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2033411826|CLIENT_00583|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador
SEGMENTO_004|RUC|2055225191|CLIENT_00562|HABIDO|ACTIVO|MOQUEGUA|Mariscal Nieto|Moquegua
SEGMENTO_004|RUC|2075726195|CLIENT_00525|HABIDO|ACTIVO|AREQUIPA|Arequipa|José Luis Bustamante Y Rivero
SEGMENTO_004|RUC|2073030272|CLIENT_00502|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2051349743|CLIENT_00257|HABIDO|ACTIVO|TACNA|Tacna|Tacna
SEGMENTO_004|RUC|2074789528|CLIENT_00143|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo
SEGMENTO_004|RUC|2040613653|CLIENT_00126|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2057609277|CLIENT_00543|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_004|RUC|2062849793|CLIENT_00574|HABIDO|ACTIVO|LIMA|Lima|El Agustino
SEGMENTO_004|RUC|2008388940|CLIENT_00121|HABIDO|ACTIVO|LORETO|Maynas|Iquitos
SEGMENTO_004|RUC|2068306876|CLIENT_00220|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|La Esperanza
SEGMENTO_004|RUC|2087310649|CLIENT_00784|HABIDO|ACTIVO|LIMA|Lima|Jesús María
SEGMENTO_004|RUC|2072637617|CLIENT_00752|HABIDO|ACTIVO|AREQUIPA|Arequipa|Paucarpata
SEGMENTO_004|RUC|2052571507|CLIENT_00076|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2058066767|CLIENT_00743|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores
SEGMENTO_004|RUC|2042683095|CLIENT_00668|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2092036701|CLIENT_00223|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2003283347|CLIENT_00732|HABIDO|ACTIVO|CUSCO|Cusco|San Sebastian
SEGMENTO_004|RUC|2024168687|CLIENT_00698|HABIDO|ACTIVO|JUNIN|Huancayo|El Tambo
SEGMENTO_004|RUC|2059817312|CLIENT_00780|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2006331375|CLIENT_00278|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2010586766|CLIENT_00495|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2023967163|CLIENT_00238|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2092368101|CLIENT_00937|HABIDO|ACTIVO|LIMA|Lima|Barranco
SEGMENTO_004|RUC|2013961806|CLIENT_00271|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2097363595|CLIENT_00716|HABIDO|ACTIVO|LIMA|Lima|Carabayllo
SEGMENTO_004|RUC|2069114417|CLIENT_00617|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_002|RUC|2058059037|CLIENT_00294|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2027880355|CLIENT_00141|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2081101271|CLIENT_00815|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2004470530|CLIENT_00006|HABIDO|BAJA DE OFICIO|LIMA|Lima|Jesús María
SEGMENTO_004|RUC|2082231687|CLIENT_00914|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa
SEGMENTO_004|RUC|2033150864|CLIENT_00212|HABIDO|ACTIVO|LIMA|Lima|Jesús María
SEGMENTO_004|RUC|2047042192|CLIENT_00205|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2060627595|CLIENT_00757|HABIDO|ACTIVO|PIURA|Piura|Piura
SEGMENTO_004|RUC|2094902246|CLIENT_00008|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq
SEGMENTO_004|RUC|2096247949|CLIENT_00334|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2081485489|CLIENT_00747|HABIDO|ACTIVO|PIURA|Piura|Piura
SEGMENTO_004|RUC|2012033056|CLIENT_00661|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa
SEGMENTO_004|RUC|2056212239|CLIENT_00766|HABIDO|ACTIVO|PUNO|San Román|Juliaca
SEGMENTO_002|RUC|2015652897|CLIENT_00439|NO HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria
SEGMENTO_004|RUC|2059120527|CLIENT_00870|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2088089421|CLIENT_00726|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2049903266|CLIENT_00759|HABIDO|ACTIVO|AREQUIPA|Arequipa|Cerro Colorado
SEGMENTO_004|RUC|2003449498|CLIENT_00973|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2089998824|CLIENT_00610|HABIDO|ACTIVO|LIMA|Lima|Lince
SEGMENTO_004|RUC|2045052005|CLIENT_00109|HABIDO|ACTIVO|LIMA|Lima|Rímac
SEGMENTO_004|RUC|2056218495|CLIENT_00461|HABIDO|ACTIVO|JUNIN|Satipo|Satipo
SEGMENTO_004|RUC|2005835327|CLIENT_00789|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2065635379|CLIENT_00149|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2027996349|CLIENT_00133|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2045697347|CLIENT_00024|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2066367927|CLIENT_00527|HABIDO|ACTIVO|LIMA|Lima|Magdalena del Mar
SEGMENTO_004|RUC|2075689007|CLIENT_00194|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco
SEGMENTO_004|RUC|2036551080|CLIENT_00678|NO HABIDO|BAJA DE OFICIO|PUNO|San Román|Juliaca
SEGMENTO_004|RUC|2049530478|CLIENT_00538|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2092905350|CLIENT_00612|HABIDO|ACTIVO|PIURA|Morropón|Chulucanas
SEGMENTO_004|RUC|2082156443|CLIENT_00237|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2031742610|CLIENT_00470|HABIDO|ACTIVO|PIURA|Talara|Pariñas
SEGMENTO_004|RUC|2002596408|CLIENT_00976|HABIDO|BAJA DE OFICIO|UCAYALI|Coronel Portillo|Calleria
SEGMENTO_004|RUC|2027296027|CLIENT_00408|HABIDO|ACTIVO|LIMA|Lima|Ancón
SEGMENTO_004|RUC|2078592081|CLIENT_00864|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2034148976|CLIENT_00370|HABIDO|BAJA DEFINITIVA|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2068643068|CLIENT_00119|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2052573387|CLIENT_00197|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2007930066|CLIENT_00244|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto
SEGMENTO_004|RUC|2008000425|CLIENT_00443|HABIDO|ACTIVO|LIMA|Lima|Breña
SEGMENTO_004|RUC|2019455714|CLIENT_00324|HABIDO|ACTIVO|LIMA|Lima|Lince
SEGMENTO_004|RUC|2085048217|CLIENT_00031|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Lince
SEGMENTO_004|RUC|2004375439|CLIENT_00427|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2075223983|CLIENT_00843|HABIDO|ACTIVO|AREQUIPA|Arequipa|Cerro Colorado
SEGMENTO_004|RUC|2014332657|CLIENT_00751|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2099786996|CLIENT_00380|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2083070874|CLIENT_00459|HABIDO|ACTIVO|PIURA|Piura|Castilla
SEGMENTO_004|RUC|2021252272|CLIENT_00845|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2045776570|CLIENT_00215|HABIDO|ACTIVO|LIMA|Huaura|Santa María
SEGMENTO_004|RUC|2020725590|CLIENT_00706|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo
SEGMENTO_004|RUC|2014556610|CLIENT_00214|HABIDO|ACTIVO|ANCASH|Huaraz|Huaraz
SEGMENTO_004|RUC|2063960356|CLIENT_00283|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa
SEGMENTO_004|RUC|2097086011|CLIENT_00624|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_002|RUC|2004755252|CLIENT_00017|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2028628577|CLIENT_00851|HABIDO|ACTIVO|LIMA|Lima|Comas
SEGMENTO_004|RUC|2056323517|CLIENT_00831|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2093055927|CLIENT_00174|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|La Perla
SEGMENTO_004|RUC|2031188641|CLIENT_00178|HABIDO|ACTIVO|LIMA|Lima|Surquillo
SEGMENTO_004|RUC|2064447144|CLIENT_00541|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2024991600|CLIENT_00919|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2080922598|CLIENT_00881|HABIDO|ACTIVO|LIMA|Lima|Barranco
SEGMENTO_004|RUC|2015048988|CLIENT_00520|HABIDO|ACTIVO|AREQUIPA|Arequipa|Miraflores
SEGMENTO_004|RUC|2060056891|CLIENT_00140|HABIDO|ACTIVO|TUMBES|Tumbes|Tumbes
SEGMENTO_004|RUC|2070083854|CLIENT_00585|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2025302023|CLIENT_00267|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2062397864|CLIENT_00410|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2093402197|CLIENT_00225|HABIDO|ACTIVO|LA LIBERTAD|Ascope|Chicama
SEGMENTO_004|RUC|2061659174|CLIENT_00929|HABIDO|ACTIVO|LIMA|Lima|Barranco
SEGMENTO_004|RUC|2073797693|CLIENT_00207|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca
SEGMENTO_004|RUC|2069376951|CLIENT_00700|NO HABIDO|BAJA DE OFICIO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2089094497|CLIENT_00230|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2028337208|CLIENT_00383|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_002|RUC|2032318459|CLIENT_00719|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|1033919058|CLIENT_00092|HABIDO|ACTIVO|ICA|Pisco|San Andrés
SEGMENTO_002|RUC|2052206183|CLIENT_00058|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2070863024|CLIENT_00753|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2012809849|CLIENT_00597|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2094607578|CLIENT_00434|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2068445567|CLIENT_00718|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2013743067|CLIENT_00900|HABIDO|SUSPENSION TEMPORAL|ICA|Nasca|Vista Alegre
SEGMENTO_004|RUC|2090454335|CLIENT_00734|HABIDO|ACTIVO|TACNA|Tacna|Tacna
SEGMENTO_004|RUC|2059054819|CLIENT_00448|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2088352056|CLIENT_00309|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|José Leonardo Ortiz
SEGMENTO_004|RUC|2077511265|CLIENT_00056|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2005026451|CLIENT_00715|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2059135824|CLIENT_00447|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2046751787|CLIENT_00193|HABIDO|ACTIVO|LIMA|Lima|Comas
SEGMENTO_004|RUC|2040866126|CLIENT_00173|HABIDO|ACTIVO|AREQUIPA|Arequipa|Cerro Colorado
SEGMENTO_004|RUC|2012793422|CLIENT_00234|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|1021589348|CLIENT_00084|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo
SEGMENTO_004|RUC|2037757541|CLIENT_00199|HABIDO|ACTIVO|LIMA|Lima|Santa Anita
SEGMENTO_004|RUC|2029599576|CLIENT_00206|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2090223377|CLIENT_00596|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao
SEGMENTO_004|RUC|2009785405|CLIENT_00403|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2022589688|CLIENT_00286|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria
SEGMENTO_004|RUC|2029457874|CLIENT_00615|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo
SEGMENTO_004|RUC|2037925283|CLIENT_00384|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2051502270|CLIENT_00832|HABIDO|ACTIVO|ICA|Chincha|Chincha Alta
SEGMENTO_004|RUC|2044242578|CLIENT_00641|HABIDO|ACTIVO|LIMA|Lima|Surquillo
SEGMENTO_004|RUC|2050544462|CLIENT_00635|HABIDO|ACTIVO|LIMA|Lima|Jesús María
SEGMENTO_004|RUC|2042761198|CLIENT_00731|HABIDO|ACTIVO|CAJAMARCA|Cajabamba|Cajabamba
SEGMENTO_004|RUC|2000121758|CLIENT_00553|HABIDO|ACTIVO|LIMA|Huaura|Huacho
SEGMENTO_004|RUC|2039660724|CLIENT_00161|HABIDO|ACTIVO|PIURA|Piura|Catacaos
SEGMENTO_004|RUC|2022677765|CLIENT_00939|HABIDO|ACTIVO|JUNIN|Tarma|Tarma
SEGMENTO_004|RUC|2007306359|CLIENT_00438|HABIDO|BAJA DE OFICIO|LIMA|Lima|Rímac
SEGMENTO_004|RUC|2093894628|CLIENT_00356|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2096010597|CLIENT_00892|HABIDO|ACTIVO|PIURA|Piura|Castilla
SEGMENTO_002|RUC|2032805428|CLIENT_00508|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2042836144|CLIENT_00920|HABIDO|ACTIVO|LIMA|Lima|Pueblo Libre
SEGMENTO_004|RUC|2051379016|CLIENT_00444|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador
SEGMENTO_002|RUC|2068263724|CLIENT_00962|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2052784539|CLIENT_00712|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2052036896|CLIENT_00239|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2081251090|CLIENT_00501|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_002|RUC|2006954009|CLIENT_00108|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2045976976|CLIENT_00651|HABIDO|ACTIVO|APURIMAC|Abancay|Abancay
SEGMENTO_004|RUC|2068641471|CLIENT_00978|HABIDO|BAJA PROV. POR OFICI|LIMA|Lima|Ate
SEGMENTO_004|RUC|2071743172|CLIENT_00958|HABIDO|ACTIVO|AREQUIPA|Arequipa|Jacobo Hunter
SEGMENTO_002|RUC|2051562677|CLIENT_00360|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2028858667|CLIENT_00821|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2061098744|CLIENT_00011|NO HABIDO|ACTIVO|LIMA|Lima|Surquillo
SEGMENTO_004|RUC|2066685881|CLIENT_00643|HABIDO|ACTIVO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2040229066|CLIENT_00138|HABIDO|ACTIVO|LIMA|Lima|San Luis
SEGMENTO_004|RUC|2033295502|CLIENT_00513|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2052142070|CLIENT_00503|HABIDO|ACTIVO|LIMA|Lima|Carabayllo
SEGMENTO_004|RUC|2062894104|CLIENT_00158|HABIDO|ACTIVO|LIMA|Lima|El Agustino
SEGMENTO_004|RUC|2012438665|CLIENT_00737|HABIDO|ACTIVO|PIURA|Talara|Mancora
SEGMENTO_004|RUC|2092010368|CLIENT_00983|HABIDO|ACTIVO|PUNO|Puno|Puno
SEGMENTO_004|RUC|2072848023|CLIENT_00945|HABIDO|ACTIVO|LIMA|Lima|Carabayllo
SEGMENTO_004|RUC|2033591606|CLIENT_00518|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2043525526|CLIENT_00979|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_002|RUC|2027825543|CLIENT_00857|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|1002436750|CLIENT_00326|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco
SEGMENTO_004|RUC|2078721881|CLIENT_00115|HABIDO|ACTIVO|LIMA|Lima|Surquillo
SEGMENTO_004|RUC|2052763268|CLIENT_00035|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa
SEGMENTO_004|RUC|2030078470|CLIENT_00905|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2011477272|CLIENT_00677|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2006969490|CLIENT_00418|HABIDO|ACTIVO|PIURA|Piura|Piura
SEGMENTO_004|RUC|2061989491|CLIENT_00986|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2021705119|CLIENT_00201|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca
SEGMENTO_004|RUC|2024906192|CLIENT_00412|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto
SEGMENTO_004|RUC|2080221488|CLIENT_00213|HABIDO|ACTIVO|LIMA|Lima|Pueblo Libre
SEGMENTO_004|RUC|2042009956|CLIENT_00165|HABIDO|ACTIVO|LIMA|Lima|Santa Anita
SEGMENTO_004|RUC|2007367776|CLIENT_00411|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores
SEGMENTO_004|RUC|2027876144|CLIENT_00343|HABIDO|ACTIVO|LIMA|Lima|Independencia
SEGMENTO_002|RUC|2003418714|CLIENT_00435|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2098283606|CLIENT_00347|HABIDO|BAJA DE OFICIO|LIMA|Lima|Comas
SEGMENTO_004|RUC|2059955585|CLIENT_00200|HABIDO|ACTIVO|ICA|Ica|Ica
SEGMENTO_004|RUC|2050836779|CLIENT_00070|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2000954519|CLIENT_00989|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2057768570|CLIENT_00068|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2088087892|CLIENT_00301|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2016185603|CLIENT_00221|HABIDO|BAJA DE OFICIO|JUNIN|Huancayo|Huancayo
SEGMENTO_004|RUC|2038523791|CLIENT_00595|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2005090949|CLIENT_00830|HABIDO|ACTIVO|AREQUIPA|Arequipa|Miraflores
SEGMENTO_003|RUC|2074885080|CLIENT_00308|HABIDO|ACTIVO|PASCO|Pasco|Yanacancha
SEGMENTO_004|RUC|2012285306|CLIENT_00349|NO HABIDO|BAJA DE OFICIO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2031307595|CLIENT_00876|HABIDO|ACTIVO|CUSCO|Urubamba|Ollantaytambo
